movieId,title,first_rating
304,Fly Away Home (1996),1997-09-29 02:47:34
828,Alaska (1996),1997-09-29 04:42:49
958,To Live (Huozhe) (1994),1997-09-29 04:46:12
997,Stuart Saves His Family (1995),1997-09-29 04:51:33
1225,Angus (1995),1997-09-29 04:53:37
1172,"Women, The (1939)",1997-09-29 13:14:24
500,Fly Away Home (1996),1997-09-29 14:24:28
524,"Great Dictator, The (1940)",1997-09-29 14:25:53
493,"Thin Man, The (1934)",1997-09-29 17:01:36
280,Up Close and Personal (1996),1997-09-29 17:35:23
1204,To Be or Not to Be (1942),1997-09-29 19:09:10
805,Manhattan Murder Mystery (1993),1997-09-29 19:47:21
368,Bio-Dome (1996),1997-09-30 16:04:17
390,Fear of a Black Hat (1993),1997-09-30 16:19:00
422,Aladdin and the King of Thieves (1996),1997-09-30 16:26:07
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1997-09-30 16:35:29
1102,Two Much (1996),1997-09-30 16:41:20
1164,Zeus and Roxanne (1997),1997-09-30 16:42:24
1049,House Arrest (1996),1997-09-30 16:49:10
1224,"Scout, The (1994)",1997-09-30 17:00:42
1544,It Takes Two (1995),1997-09-30 17:02:05
1032,Little Big League (1994),1997-09-30 17:06:52
602,"American in Paris, An (1951)",1997-09-30 17:07:40
953,Unstrung Heroes (1995),1997-09-30 17:08:10
1003,That Darn Cat! (1997),1997-09-30 17:11:18
1411,Barbarella (1968),1997-09-30 17:14:16
1435,"Steal Big, Steal Little (1995)",1997-09-30 17:17:16
115,"Haunted World of Edward D. Wood Jr., The (1995)",1997-09-30 21:15:25
947,"Big Blue, The (Grand bleu, Le) (1988)",1997-09-30 21:28:49
481,"Apartment, The (1960)",1997-09-30 22:44:01
1030,"Beverly Hillbillies, The (1993)",1997-09-30 22:49:21
1488,Germinal (1993),1997-09-30 22:52:04
1247,Bad Girls (1994),1997-09-30 22:52:04
1271,North (1994),1997-09-30 22:53:19
587,"Hour of the Pig, The (1993)",1997-09-30 23:00:08
704,"House of the Spirits, The (1993)",1997-09-30 23:42:59
303,Ulee's Gold (1997),1997-10-01 00:06:05
1159,Stalker (1979),1997-10-01 00:29:47
775,Something to Talk About (1995),1997-10-01 02:29:09
793,Crooklyn (1994),1997-10-01 04:30:58
269,"Full Monty, The (1997)",1997-10-01 12:09:06
1450,Golden Earrings (1947),1997-10-01 14:55:17
837,Meet John Doe (1941),1997-10-01 15:10:14
446,Burnt Offerings (1976),1997-10-01 15:47:25
454,Bastard Out of Carolina (1996),1997-10-01 15:57:12
1126,"Old Man and the Sea, The (1958)",1997-10-01 16:15:33
1600,Guantanamera (1994),1997-10-01 16:27:46
1050,"Ghost and Mrs. Muir, The (1947)",1997-10-01 17:25:59
1269,Love in the Afternoon (1957),1997-10-01 17:26:33
1455,"Outlaw, The (1943)",1997-10-01 17:31:01
605,Meet Me in St. Louis (1944),1997-10-01 17:38:33
1205,"Secret Agent, The (1996)",1997-10-01 17:39:10
617,"Blue Angel, The (Blaue Engel, Der) (1930)",1997-10-01 17:49:41
331,"Edge, The (1997)",1997-10-01 17:58:22
1203,Top Hat (1935),1997-10-01 18:11:29
610,Gigi (1958),1997-10-01 18:19:43
1276,Sunset Park (1996),1997-10-01 18:30:01
1254,Gone Fishin' (1997),1997-10-01 18:34:55
1287,Ed (1996),1997-10-01 18:38:25
1540,"Amazing Panda Adventure, The (1995)",1997-10-01 18:45:29
1676,"War at Home, The (1996)",1997-10-01 18:47:54
1477,Nightwatch (1997),1997-10-01 21:51:20
1002,"Pest, The (1997)",1997-10-01 22:00:16
1517,Race the Sun (1996),1997-10-01 22:06:45
1249,For Love or Money (1993),1997-10-01 22:09:53
579,Fatal Instinct (1993),1997-10-01 22:13:41
1054,Mr. Wrong (1996),1997-10-01 22:14:11
804,Jimmy Hollywood (1994),1997-10-01 22:20:16
797,Timecop (1994),1997-10-01 22:21:52
1151,Original Gangstas (1996),1997-10-01 22:23:04
1138,Best Men (1997),1997-10-01 23:16:29
1381,Losing Chase (1996),1997-10-02 00:34:16
1085,Carried Away (1996),1997-10-02 00:41:17
1664,8 Heads in a Duffel Bag (1997),1997-10-02 00:41:42
681,Wishmaster (1997),1997-10-02 14:08:35
778,Don Juan DeMarco (1995),1997-10-02 16:57:37
494,His Girl Friday (1940),1997-10-02 17:25:42
1403,Caro Diario (Dear Diary) (1994),1997-10-03 10:41:12
1446,"Bye Bye, Love (1995)",1997-10-03 21:41:38
1509,Getting Even with Dad (1994),1997-10-03 21:45:55
1270,Life with Mikey (1993),1997-10-03 21:46:30
1425,I'll Do Anything (1994),1997-10-03 21:48:37
1297,Love Affair (1994),1997-10-03 22:08:25
1114,Faithful (1996),1997-10-03 23:20:23
787,Roommates (1995),1997-10-03 23:28:03
690,Seven Years in Tibet (1997),1997-10-04 02:15:09
1252,"Contempt (Mépris, Le) (1963)",1997-10-04 03:26:50
639,"Tin Drum, The (Blechtrommel, Die) (1979)",1997-10-04 06:34:41
1268,Bitter Moon (1992),1997-10-04 06:41:36
1088,Double Team (1997),1997-10-04 10:54:14
1045,Fearless (1993),1997-10-04 11:39:31
1058,"War, The (1994)",1997-10-04 15:48:01
548,"NeverEnding Story III, The (1994)",1997-10-04 16:34:27
1324,Loaded (1994),1997-10-05 06:18:28
733,Go Fish (1994),1997-10-05 06:26:16
799,Boys Life (1995),1997-10-05 06:29:33
726,Fluke (1995),1997-10-05 06:35:40
1467,"Saint of Fort Washington, The (1993)",1997-10-05 06:46:27
1421,My Crazy Life (Mi vida loca) (1993),1997-10-05 06:49:34
1286,Shall We Dance? (1937),1997-10-05 15:29:42
1401,M. Butterfly (1993),1997-10-05 15:31:39
1459,Madame Butterfly (1995),1997-10-05 16:02:56
1614,"Reluctant Debutante, The (1958)",1997-10-05 16:58:10
1473,"Little Princess, The (1939)",1997-10-05 17:29:08
1211,Blue Sky (1994),1997-10-06 22:03:15
1066,Balto (1995),1997-10-06 22:03:47
1076,"Pagemaster, The (1994)",1997-10-06 22:14:03
1285,Princess Caraboo (1994),1997-10-06 22:35:30
703,Widows' Peak (1994),1997-10-06 22:36:54
1539,Being Human (1993),1997-10-06 22:43:59
1272,Talking About Sex (1994),1997-10-07 02:09:20
1558,Aparajito (1956),1997-10-07 02:15:11
1275,Killer (Bulletproof Heart) (1994),1997-10-07 19:24:48
1410,Harlem (1993),1997-10-08 07:59:37
1255,Broken English (1996),1997-10-08 08:22:12
1230,Ready to Wear (Pret-A-Porter) (1994),1997-10-08 20:33:42
1615,Warriors of Virtue (1997),1997-10-08 22:01:47
1044,"Paper, The (1994)",1997-10-08 22:10:39
1116,"Mark of Zorro, The (1940)",1997-10-08 22:49:04
1262,Walking and Talking (1996),1997-10-09 07:40:12
334,U Turn (1997),1997-10-09 13:07:48
536,Ponette (1996),1997-10-09 13:21:50
1117,Surviving Picasso (1996),1997-10-09 13:26:03
1112,Cobb (1994),1997-10-09 14:11:54
1107,Beyond Rangoon (1995),1997-10-09 14:22:57
1216,Kissed (1996),1997-10-10 03:03:02
1257,"Designated Mourner, The (1997)",1997-10-10 03:04:11
1082,Female Perversions (1996),1997-10-10 03:12:51
1256,"Designated Mourner, The (1997)",1997-10-10 03:13:42
1226,Night Falls on Manhattan (1997),1997-10-10 03:28:10
1422,Suture (1993),1997-10-10 06:34:34
964,"Month by the Lake, A (1995)",1997-10-10 06:35:35
1514,Dream With the Fishes (1997),1997-10-10 17:30:14
1476,Raw Deal (1948),1997-10-10 20:04:57
37,Nadja (1994),1997-10-10 20:06:42
1288,Denise Calls Up (1995),1997-10-10 22:21:54
1124,"Farewell to Arms, A (1932)",1997-10-11 02:57:07
601,For Whom the Bell Tolls (1943),1997-10-11 03:06:26
1177,Dunston Checks In (1996),1997-10-11 03:10:18
966,"Affair to Remember, An (1957)",1997-10-11 05:21:51
570,Wyatt Earp (1994),1997-10-11 05:27:54
880,Soul Food (1997),1997-10-12 18:25:23
920,Two Bits (1995),1997-10-14 10:15:21
1223,King of the Hill (1993),1997-10-14 20:43:19
119,Maya Lin: A Strong Clear Vision (1994),1997-10-15 05:24:58
1174,Caught (1996),1997-10-15 05:56:21
714,Carrington (1995),1997-10-15 22:36:05
1148,Tom & Viv (1994),1997-10-15 22:37:22
543,"Misérables, Les (1995)",1997-10-16 00:17:56
1113,Mrs. Parker and the Vicious Circle (1994),1997-10-17 14:52:48
621,"Davy Crockett, King of the Wild Frontier (1955)",1997-10-17 15:50:49
1147,My Family (1995),1997-10-17 16:01:55
1530,Jefferson in Paris (1995),1997-10-17 16:52:18
956,Nobody's Fool (1994),1997-10-17 17:05:14
556,Wild Bill (1995),1997-10-17 17:41:00
598,"Big Squeeze, The (1996)",1997-10-17 18:14:36
1620,"Sixth Man, The (1997)",1997-10-17 22:19:03
1120,I'm Not Rappaport (1996),1997-10-17 22:23:41
1605,Love Serenade (1996),1997-10-17 22:24:12
1389,Mondo (1996),1997-10-17 22:24:12
1643,Angel Baby (1995),1997-10-17 23:21:13
35,Free Willy 2: The Adventure Home (1995),1997-10-17 23:41:25
1295,Kicked in the Head (1997),1997-10-18 01:13:34
1026,"Lay of the Land, The (1997)",1997-10-18 01:13:34
305,"Ice Storm, The (1997)",1997-10-18 01:14:45
749,"MatchMaker, The (1997)",1997-10-18 01:15:59
938,"Smile Like Yours, A (1997)",1997-10-18 01:15:59
359,"Assignment, The (1997)",1997-10-18 01:15:59
1392,"Locusts, The (1997)",1997-10-18 01:19:58
1393,Stag (1997),1997-10-18 01:19:58
1265,Star Maps (1997),1997-10-18 01:37:41
1442,"Scarlet Letter, The (1995)",1997-10-18 04:11:12
811,Thirty-Two Short Films About Glenn Gould (1993),1997-10-18 17:39:44
868,Hearts and Minds (1996),1997-10-18 17:42:47
1100,What Happened Was... (1994),1997-10-18 17:43:54
1375,"Cement Garden, The (1993)",1997-10-19 01:47:40
1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",1997-10-19 01:54:07
1417,"Turning, The (1992)",1997-10-19 07:36:00
870,Touch (1997),1997-10-20 22:13:35
593,Stalingrad (1993),1997-10-20 22:35:23
1474,Nina Takes a Lover (1994),1997-10-20 22:39:55
1075,"Man of No Importance, A (1994)",1997-10-22 14:59:45
766,Man of the Year (1995),1997-10-22 15:22:04
1504,"Bewegte Mann, Der (1994)",1997-10-22 15:41:43
999,Clean Slate (1994),1997-10-25 05:31:56
1327,Captives (1994),1997-10-25 19:38:01
1161,Palookaville (1996),1997-10-25 22:47:53
1298,"Band Wagon, The (1953)",1997-10-26 02:45:23
618,Picnic (1955),1997-10-26 02:45:57
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",1997-10-26 14:53:20
1322,Metisse (Café au Lait) (1993),1997-10-26 15:00:01
1379,Love and Other Catastrophes (1996),1997-10-26 15:01:20
1378,Rhyme & Reason (1997),1997-10-26 15:11:54
18,"White Balloon, The (1995)",1997-10-26 15:12:19
1350,Crows and Sparrows (1949),1997-10-26 15:12:52
970,Hear My Song (1991),1997-10-26 15:39:10
1507,Three Lives and Only One Death (1996),1997-10-26 15:52:50
505,Dial M for Murder (1954),1997-10-26 17:27:26
1150,Last Dance (1996),1997-10-26 17:30:02
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",1997-10-26 18:00:12
711,"Substance of Fire, The (1996)",1997-10-26 18:00:12
698,"Browning Version, The (1994)",1997-10-26 18:01:17
791,"Baby-Sitters Club, The (1995)",1997-10-26 18:09:58
1518,Losing Isaiah (1995),1997-10-26 18:43:46
1520,"Fear, The (1995)",1997-10-26 18:54:12
808,"Program, The (1993)",1997-10-26 18:54:12
1519,New Jersey Drive (1995),1997-10-26 18:56:21
1165,Big Bully (1996),1997-10-26 19:02:46
835,"Gay Divorcee, The (1934)",1997-10-26 23:05:57
1125,"Innocents, The (1961)",1997-10-26 23:08:01
954,Unzipped (1995),1997-10-26 23:14:31
1015,Shiloh (1997),1997-10-27 00:07:02
1180,I Love Trouble (1994),1997-10-27 06:55:06
1299,Penny Serenade (1941),1997-10-27 17:55:05
307,"Devil's Advocate, The (1997)",1997-10-27 20:35:46
1280,Gang Related (1997),1997-10-27 20:38:54
270,Gattaca (1997),1997-10-27 20:38:54
1333,Midnight Dancers (Sibak) (1994),1997-10-27 23:40:15
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",1997-10-27 23:41:13
867,"Whole Wide World, The (1996)",1997-10-28 17:18:57
336,Playing God (1997),1997-10-28 22:34:16
1143,Hard Eight (1996),1997-10-29 20:34:02
1439,Jason's Lyric (1994),1997-10-30 03:59:11
1440,Above the Rim (1994),1997-10-30 04:11:37
1419,Highlander III: The Sorcerer (1994),1997-10-30 04:15:47
1436,Mr. Jones (1993),1997-10-30 06:06:14
1227,"Awfully Big Adventure, An (1995)",1997-10-30 06:22:36
1506,Nelly & Monsieur Arnaud (1995),1997-10-30 06:24:40
1021,8 1/2 (1963),1997-10-30 06:25:21
1361,"Search for One-eye Jimmy, The (1996)",1997-10-31 01:39:37
1485,"Colonel Chabert, Le (1994)",1997-10-31 01:43:15
1598,City of Industry (1997),1997-11-01 03:31:28
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",1997-11-03 07:38:58
75,Brother Minister: The Assassination of Malcolm X (1994),1997-11-03 07:47:18
613,My Man Godfrey (1936),1997-11-05 01:56:23
533,"Daytrippers, The (1996)",1997-11-05 05:51:48
1388,Gabbeh (1996),1997-11-05 05:56:05
296,"Promesse, La (1996)",1997-11-05 05:56:05
1662,Rough Magic (1995),1997-11-05 08:42:04
1596,Nemesis 2: Nebula (1995),1997-11-05 14:04:55
1595,Shopping (1994),1997-11-05 14:05:57
886,"Life Less Ordinary, A (1997)",1997-11-05 14:09:57
1301,Stripes (1981),1997-11-05 20:00:19
822,Faces (1968),1997-11-05 22:34:22
968,"Inspector General, The (1949)",1997-11-06 21:03:06
1092,Dear God (1996),1997-11-06 21:11:43
1326,Boys (1996),1997-11-06 22:20:38
683,Rocket Man (1997),1997-11-07 07:05:07
1400,Picture Bride (1995),1997-11-07 22:13:50
337,"House of Yes, The (1997)",1997-11-08 04:01:49
1395,Hurricane Streets (1998),1997-11-08 04:04:07
308,FairyTale: A True Story (1997),1997-11-08 04:04:07
883,Telling Lies in America (1997),1997-11-08 04:04:07
884,Year of the Horse (1997),1997-11-08 04:04:07
1394,Swept from the Sea (1997),1997-11-08 04:04:07
360,Wonderland (1997),1997-11-08 04:06:45
887,Eve's Bayou (1997),1997-11-08 04:06:45
1038,Switchback (1997),1997-11-08 04:06:45
882,Washington Square (1997),1997-11-08 04:06:46
885,Phantoms (1998),1997-11-08 04:06:46
1022,"Fast, Cheap & Out of Control (1997)",1997-11-08 04:06:46
1385,Roseanna's Grave (For Roseanna) (1997),1997-11-08 04:07:31
1330,An Unforgettable Summer (1994),1997-11-08 04:07:32
1384,Squeeze (1996),1997-11-08 04:07:32
1373,Good Morning (1971),1997-11-08 04:07:32
1390,"Innocent Sleep, The (1995)",1997-11-08 04:07:32
1173,Bliss (1997),1997-11-08 04:07:32
1339,Stefano Quantestorie (1993),1997-11-08 04:08:06
1367,Faust (1994),1997-11-08 04:08:06
1346,Dingo (1992),1997-11-08 04:08:06
1317,"Journey of August King, The (1995)",1997-11-08 04:08:06
1380,Hollow Reed (1996),1997-11-08 04:08:06
1323,"Wooden Man's Bride, The (Wu Kui) (1994)",1997-11-08 04:08:39
1387,Fall (1997),1997-11-08 04:08:39
1360,"Sexual Life of the Belgians, The (1994)",1997-11-08 04:08:39
1319,"Neon Bible, The (1995)",1997-11-08 04:08:40
1358,The Deadly Cure (1996),1997-11-08 04:08:40
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",1997-11-08 04:09:28
1342,"Convent, The (Convento, O) (1995)",1997-11-08 04:09:28
1351,Lover's Knot (1996),1997-11-08 04:09:28
1391,For Ever Mozart (1996),1997-11-08 04:09:28
1382,"Bonheur, Le (1965)",1997-11-08 04:09:28
1341,Hedd Wyn (1992),1997-11-08 04:09:29
1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",1997-11-08 04:09:59
1343,Lotto Land (1995),1997-11-08 04:09:59
1359,Boys in Venice (1996),1997-11-08 04:10:00
1321,Open Season (1996),1997-11-08 04:10:00
1362,American Strays (1996),1997-11-08 04:10:00
1348,Every Other Weekend (1990),1997-11-08 04:10:00
1366,JLG/JLG - autoportrait de décembre (1994),1997-11-08 04:10:00
1328,Of Love and Shadows (1994),1997-11-08 04:10:40
1329,"Low Life, The (1994)",1997-11-08 04:10:40
1344,"Story of Xinghua, The (1993)",1997-11-08 04:10:40
1334,Somebody to Love (1994),1997-11-08 04:10:40
1340,"Crude Oasis, The (1995)",1997-11-08 04:10:40
1338,Two Deaths (1995),1997-11-08 04:10:40
1352,Shadow of Angels (Schatten der Engel) (1976),1997-11-08 04:10:40
1357,For the Moment (1994),1997-11-08 04:10:40
1371,"Machine, The (1994)",1997-11-08 04:10:40
1349,Mille bolle blu (1993),1997-11-08 04:11:18
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),1997-11-08 04:11:18
1372,"Stranger, The (1994)",1997-11-08 04:11:19
1363,"Leopard Son, The (1996)",1997-11-08 04:11:19
1320,Homage (1995),1997-11-08 04:11:19
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",1997-11-08 04:12:29
1312,"Pompatus of Love, The (1996)",1997-11-08 04:12:29
1318,Catwalk (1995),1997-11-08 04:12:29
1374,Falling in Love Again (1980),1997-11-08 04:13:11
1364,Bird of Prey (1996),1997-11-08 04:14:24
1377,Hotel de Love (1996),1997-11-08 04:14:56
1354,Venice/Venice (1992),1997-11-08 04:14:56
1370,I Can't Sleep (J'ai pas sommeil) (1994),1997-11-08 04:15:50
1198,Purple Noon (1960),1997-11-08 04:16:25
1081,Curdled (1996),1997-11-08 04:17:03
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",1997-11-08 04:17:55
1097,"Hate (Haine, La) (1995)",1997-11-08 04:18:40
1171,Wild Reeds (1994),1997-11-08 04:19:33
1325,August (1996),1997-11-08 04:20:16
1061,"Evening Star, The (1996)",1997-11-08 04:24:46
1355,Infinity (1996),1997-11-08 04:24:46
1356,Ed's Next Move (1996),1997-11-08 04:26:44
1281,Manny & Lo (1996),1997-11-08 04:27:21
442,"Amityville Curse, The (1990)",1997-11-10 21:54:58
1545,Frankie Starlight (1995),1997-11-11 13:13:46
271,Starship Troopers (1997),1997-11-12 02:46:03
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",1997-11-12 03:04:23
890,Mortal Kombat: Annihilation (1997),1997-11-12 18:13:15
341,Critical Care (1997),1997-11-12 19:10:25
689,"Jackal, The (1997)",1997-11-12 19:11:13
338,Bean (1997),1997-11-12 19:11:13
340,Boogie Nights (1997),1997-11-12 19:59:04
865,"Ice Storm, The (1997)",1997-11-12 21:29:09
1192,"Boys of St. Vincent, The (1993)",1997-11-12 23:15:53
1130,Jupiter's Wife (1994),1997-11-12 23:18:06
754,Red Corner (1997),1997-11-13 12:50:57
309,Deceiver (1997),1997-11-13 15:15:32
1064,Crossfire (1947),1997-11-13 15:24:48
1451,Foreign Correspondent (1940),1997-11-13 15:42:02
310,"Rainmaker, The (1997)",1997-11-13 16:12:02
1176,Welcome To Sarajevo (1997),1997-11-13 16:35:10
311,"Wings of the Dove, The (1997)",1997-11-13 16:47:04
1536,Aiqing wansui (1994),1997-11-13 17:15:39
1069,Amateur (1994),1997-11-13 17:30:35
1495,Flirt (1995),1997-11-13 17:46:26
848,"Murder, My Sweet (1944)",1997-11-13 18:01:57
962,Ruby in Paradise (1993),1997-11-13 18:30:10
557,Farinelli: il castrato (1994),1997-11-13 18:46:26
1456,Beat the Devil (1954),1997-11-13 18:53:25
1462,"Thieves (Voleurs, Les) (1996)",1997-11-13 18:59:15
666,Blood For Dracula (Andy Warhol's Dracula) (1974),1997-11-13 19:11:10
1535,"Enfer, L' (1994)",1997-11-13 19:11:34
74,Faster Pussycat! Kill! Kill! (1965),1997-11-13 19:20:30
1169,Fresh (1994),1997-11-13 21:02:32
889,"Tango Lesson, The (1997)",1997-11-13 21:11:13
935,Paradise Road (1997),1997-11-13 21:15:10
1127,"Truman Show, The (1998)",1997-11-13 22:49:55
1024,Mrs. Dalloway (1997),1997-11-14 04:24:55
538,Anastasia (1997),1997-11-14 04:24:55
888,One Night Stand (1997),1997-11-14 04:26:29
1429,Sliding Doors (1998),1997-11-14 05:30:23
1510,Mad Dog Time (1996),1997-11-14 05:34:19
1175,Hugo Pool (1997),1997-11-14 05:47:01
1233,Nénette et Boni (1996),1997-11-14 05:47:01
1658,"Substance of Fire, The (1996)",1997-11-14 19:29:40
1443,8 Seconds (1994),1997-11-14 20:52:58
1264,Nothing to Lose (1994),1997-11-14 21:19:49
782,Little Odessa (1994),1997-11-14 21:22:46
1508,"Babysitter, The (1995)",1997-11-14 21:48:50
1511,Children of the Revolution (1996),1997-11-14 22:00:43
1184,"Endless Summer 2, The (1994)",1997-11-14 22:42:17
1412,Land Before Time III: The Time of the Great Giving (1995) (V),1997-11-14 23:58:41
1409,"Swan Princess, The (1994)",1997-11-15 00:11:02
1408,Gordy (1995),1997-11-15 00:54:27
1190,That Old Feeling (1997),1997-11-15 03:06:09
1156,Cyclo (1995),1997-11-15 06:43:53
851,Two or Three Things I Know About Her (1966),1997-11-15 06:49:30
1396,Stonewall (1995),1997-11-15 18:20:58
1550,Destiny Turns on the Radio (1995),1997-11-16 02:51:47
361,Incognito (1997),1997-11-17 04:35:40
339,Mad City (1997),1997-11-17 05:17:28
1589,Schizopolis (1996),1997-11-18 17:35:15
1405,Boy's Life 2 (1997),1997-11-18 17:35:16
1611,Intimate Relations (1996),1997-11-18 17:38:12
1610,"Truth or Consequences, N.M. (1997)",1997-11-18 17:40:11
1609,B*A*P*S (1997),1997-11-18 17:47:00
1072,"Pyromaniac's Love Story, A (1995)",1997-11-18 18:10:10
1186,"Inkwell, The (1994)",1997-11-18 18:14:46
1179,Man of the House (1995),1997-11-18 18:18:47
1189,Prefontaine (1997),1997-11-18 18:32:31
1200,Kim (1950),1997-11-19 14:16:04
838,In the Line of Duty 2 (1987),1997-11-19 19:36:04
1466,Margaret's Museum (1995),1997-11-20 01:08:24
1465,Last Summer in the Hamptons (1995),1997-11-20 01:10:15
1531,Far From Home: The Adventures of Yellow Dog (1995),1997-11-20 02:12:13
1608,Buddy (1997),1997-11-21 02:08:30
973,Grateful Dead (1995),1997-11-21 16:26:35
957,Pushing Hands (1992),1997-11-21 17:09:48
1599,Someone Else's America (1995),1997-11-21 20:03:34
1423,"Walking Dead, The (1995)",1997-11-22 05:12:57
1553,"Underneath, The (1995)",1997-11-22 06:42:59
1468,"Cure, The (1995)",1997-11-22 23:42:19
1438,Panther (1995),1997-11-24 00:58:18
1523,"Good Man in Africa, A (1994)",1997-11-24 01:14:27
1475,Bhaji on the Beach (1993),1997-11-24 14:46:08
1404,Withnail and I (1987),1997-11-24 22:33:21
1472,"Visitors, The (Visiteurs, Les) (1993)",1997-11-25 22:29:03
537,My Own Private Idaho (1991),1997-11-27 03:49:53
1682,Scream of Stone (Schrei aus Stein) (1991),1997-11-29 23:22:35
1027,"Shooter, The (1995)",1997-11-30 22:47:52
343,Alien: Resurrection (1997),1997-12-02 04:35:10
1449,Pather Panchali (1955),1997-12-02 07:17:29
1499,Grosse Fatigue (1994),1997-12-02 07:19:28
342,"Man Who Knew Too Little, The (1997)",1997-12-02 15:23:19
1537,Cosi (1996),1997-12-02 23:50:05
1512,"World of Apu, The (Apur Sansar) (1959)",1997-12-02 23:55:47
1541,"Beans of Egypt, Maine, The (1994)",1997-12-03 00:13:12
1593,Death in Brunswick (1991),1997-12-03 00:29:31
1241,"Van, The (1996)",1997-12-04 16:07:22
1104,C'est arrivé près de chez vous (1992),1997-12-04 18:32:32
1604,He Walked by Night (1948),1997-12-06 01:47:29
1547,"Show, The (1995)",1997-12-06 02:05:48
1551,"Glass Shield, The (1994)",1997-12-06 02:09:53
857,Paris Was a Woman (1995),1997-12-07 17:22:28
1193,Before the Rain (Pred dozhdot) (1994),1997-12-09 06:39:08
1629,Nico Icon (1995),1997-12-09 21:41:30
594,Heavy (1995),1997-12-12 19:54:58
1111,Double Happiness (1994),1997-12-13 01:42:55
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),1997-12-13 01:57:38
1144,"Quiet Room, The (1996)",1997-12-14 19:02:36
850,"Perfect Candidate, A (1996)",1997-12-14 22:58:38
1424,I Like It Like That (1994),1997-12-15 05:51:06
1542,"Scarlet Letter, The (1926)",1997-12-17 08:49:52
1479,Reckless (1995),1997-12-17 16:51:19
1418,"Joy Luck Club, The (1993)",1997-12-17 19:01:07
852,"Bloody Child, The (1996)",1997-12-17 22:14:29
788,Relative Fear (1994),1997-12-17 22:15:14
784,Beyond Bedlam (1993),1997-12-17 22:18:04
777,Castle Freak (1995),1997-12-17 22:18:04
830,Power 98 (1995),1997-12-17 22:26:21
757,Across the Sea of Time (1995),1997-12-17 22:48:54
1080,Celestial Clockwork (1994),1997-12-18 00:21:47
1560,Clean Slate (Coup de Torchon) (1981),1997-12-18 00:24:01
1402,"Ciao, Professore! (1993)",1997-12-18 19:27:10
1543,Johns (1996),1997-12-19 05:38:11
751,Tomorrow Never Dies (1997),1997-12-20 04:48:34
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",1997-12-20 08:36:57
895,Scream 2 (1997),1997-12-20 08:45:28
892,Flubber (1997),1997-12-20 08:48:10
312,Midnight in the Garden of Good and Evil (1997),1997-12-20 08:49:40
750,Amistad (1997),1997-12-20 23:06:26
1552,"Hunted, The (1995)",1997-12-21 02:19:53
1406,When Night Is Falling (1995),1997-12-21 02:29:41
313,Titanic (1997),1997-12-21 08:33:54
893,For Richer or Poorer (1997),1997-12-22 07:00:05
1521,Mr. Wonderful (1993),1997-12-22 17:39:10
1677,Sweet Nothing (1995),1997-12-22 18:12:48
896,"Sweet Hereafter, The (1997)",1997-12-22 19:22:29
539,Mouse Hunt (1997),1997-12-22 20:04:04
894,Home Alone 3 (1997),1997-12-23 00:59:56
272,Good Will Hunting (1997),1997-12-24 09:23:07
1623,"Cérémonie, La (1995)",1997-12-24 09:29:54
346,Jackie Brown (1997),1997-12-26 01:22:48
906,Oscar & Lucinda (1997),1997-12-27 17:55:10
903,Afterglow (1997),1997-12-27 17:55:11
1238,Full Speed (1996),1997-12-27 18:49:55
1617,Hugo Pool (1997),1997-12-27 19:15:02
1434,Shooting Fish (1997),1997-12-27 19:15:02
1591,Duoluo tianshi (1995),1997-12-27 19:15:02
351,"Prophecy II, The (1998)",1997-12-27 19:15:02
350,Fallen (1998),1997-12-27 19:15:02
1293,Star Kid (1997),1997-12-27 19:15:48
908,Half Baked (1998),1997-12-27 19:15:48
1612,"Leading Man, The (1996)",1997-12-27 19:15:48
348,Desperate Measures (1998),1997-12-27 19:15:48
1592,"Magic Hour, The (1998)",1997-12-27 19:15:48
352,Spice World (1997),1997-12-27 19:15:48
349,Hard Rain (1998),1997-12-27 19:15:48
909,Dangerous Beauty (1998),1997-12-27 19:15:48
1062,Four Days in September (1997),1997-12-27 19:15:48
898,"Postman, The (1997)",1997-12-28 05:39:26
1122,They Made Me a Criminal (1939),1997-12-28 16:28:18
1123,"Last Time I Saw Paris, The (1954)",1997-12-28 16:53:17
1105,Firestorm (1998),1997-12-29 00:53:53
1316,"Horse Whisperer, The (1998)",1997-12-29 00:54:43
345,Deconstructing Harry (1997),1997-12-30 20:10:23
901,Mr. Magoo (1997),1998-01-01 16:04:32
1096,Commandments (1997),1998-01-01 23:39:00
1657,Target (1995),1998-01-02 03:33:11
